8.0,75674,15527,0
7.4,89619,15855,1
6.2,83677,12793,1
9.5,69919,15412,1
7.1,92466,14210,0
7.0,78909,15279,0
7.1,64982,17543,0
7.5,74788,13146,1
7.2,88369,16643,1
8.4,72618,18516,1
11.0,83689,26628,0
8.6,68115,17366,1
7.1,83023,15326,0
5.7,79400,16460,0
8.0,79093,16375,0
7.1,62466,12635,0
7.3,77652,13438,1
8.1,69409,12973,0
7.9,80150,14437,0
5.6,76510,14379,0
10.5,61597,16896,0
8.3,78020,219999,0
5.5,76815,11641,0
7.0,66482,13072,1
8.9,83451,19303,1
9.3,58122,16886,0
6.1,93844,13194,1
7.0,73113,13305,0
10.1,77254,21143,1
8.9,66629,15511,0
9.6,71893,17065,1
6.1,76555,13165,0
6.9,62903,13026,0
8.9,69361,14878,0
6.4,65901,13503,0
8.9,102099,24988,1
6.4,,79721,12368,0
6.9,86671,14970,1
7.8,77042,16559,1
8.6,63326,15635,0
9.3,70219,16281,0
8.6,83806,15980,1
7.8,77006,15384,0
6.5,69625,13615,1
9.3,78295,19217,0
8.0,88201,17832,1
10.2,73068,20946,0
8.2,76734,14819,0
6.8,83356,15839,1
5.5,77194,12910,0
5.9,86825,14885,0
9.3,96184,21001,1
7.3,77146,16524,1
9.0,67013,24347,0
8.0,65888,17807,0
7.5,64401,14377,0
8.0,75387,16136,1
8.8,74926,16188,1
7.4,79722,15611,0
10.4,77603,18441,1
7.4,94708,16210,1
8.5,92287,22187,0
8.0,81107,16430,1
9.9,63234,16232,0
6.9,61812,16377,1
8.2,75768,14752,1
9.9,77465,19351,1
7.9,67373,14043,0
6.4,68031,13448,0
7.4,76992,18192,1
7.2,95728,23394,1
6.2,84751,13199,1
7.9,90569,18436,1
8.0,68482,15093,0
5.5,92702,15432,0
6.9,63281,12900,0
8.7,67331,14125,0
6.5,80233,13194,1
8.7,80906,15105,1
6.9,105393,23505,0
6.9,71496,14542,1
7.0,75997,13220,1
6.3,66061,10769,1
6.3,78533,13236,0
6.7,79600,11943,1
8.6,61184,18013,1
7.7,93961,18544,0
7.2,79800,15113,1
10.2,95939,29733,0
8.4,80964,16994,1
8.4,91026,22980,0
6.9,80432,14611,0
6.8,83122,13491,1
6.6,78738,14205,0
6.7,88262,13808,1
7.8,79009,15585,0
9.0,93833,26610,1
7.6,70881,14026,0
8.7,90634,19417,1
6.3,67294,12737,0
8.0,84258,16673,0
7.2,79703,16752,0
10.9,57881,17176,0
7.2,105277,23468,1
8.5,87014,16643,1
8.2,69846,13409,1
6.9,74461,14446,0
7.0,65841,13314,0
9.1,69185,18146,1
8.6,72262,18067,1
7.1,77515,14046,1
7.9,81673,14399,1
7.6,96857,25692,0
7.5,84369,14175,1
7.5,84913,15212,1
7.7,84764,14491,1
8.9,66558,15837,1
8.2,91651,19861,1
7.3,77465,14286,1
7.6,93808,22606,1
6.0,84214,19948,1
7.3,68202,16452,1
7.1,74250,15880,1
5.8,75582,13210,0
8.3,63948,16755,1
7.2,71441,15318,0
7.5,72037,13924,1
9.1,70221,17424,0
7.9,82315,13847,0
6.9,68280,13061,0
7.9,72042,14200,1
9.8,79034,18460,1
6.6,78709,14217,0
7.8,82020,15667,1
5.7,89063,14395,0
5.0,97130,19609,1
7.0,76553,13159,1
7.2,85015,15206,1
8.1,94393,26909,1
9.2,79851,18448,1
8.6,75877,16950,0
7.9,98497,18979,0
6.1,85444,12258,0
6.8,92519,18478,1
8.0,67279,16096,1
7.8,78051,15516,1
9.6,65423,16398,0
7.5,71693,14043,0
9.5,88934,23034,1
6.9,69260,12910,0
7.1,71376,13356,0
9.2,73721,15868,1
8.0,101178,25138,0
9.3,100485,26263,1
7.8,56690,14594,0
7.1,82201,15038,0
7.0,87241,17027,1
8.7,84338,17302,1
8.9,73287,17342,0
7.5,83818,22157,0
7.3,97751,23015,0
10.1,88660,29010,1
6.4,65138,14245,0
8.9,73876,17903,0
7.7,90137,16722,0
6.6,82369,16917,1
7.9,98429,19702,1
7.8,78059,16303,0
10.7,82876,22095,1
7.0,69098,15463,0
6.9,82820,14898,1
8.5,101344,19609,1
9.2,88085,20048,1
7.4,81710,14072,0
8.9,71223,15867,1
7.0,81875,14264,0
7.9,81732,14522,1
8.3,62263,14261,0
8.5,63130,14687,0
6.6,78671,13758,0
7.9,66891,14398,0
5.7,83290,13824,0
8.5,58741,17526,0
6.5,78033,13702,1
8.6,78630,14743,1
8.4,72923,17837,1
8.2,84712,18620,0
7.4,76328,17052,1
